ts,close,fast,slow,highN,lowN,highN_prev,lowN_prev,signal,pos,ret,equity
2025-06-02 00:00:00+00:00,2535.25,0.0,0.0,,,,,HOLD,0.0,0.0,1.0
2025-06-02 00:15:00+00:00,2529.41,-0.6850439882696264,-0.1370087976539253,,,,,HOLD,0.0,-0.0,1.0
2025-06-02 00:30:00+00:00,2533.43,-0.7297838855874943,-0.2555638152406391,,,,,HOLD,0.0,0.0,1.0
2025-06-02 00:45:00+00:00,2533.48,-0.7496020018857052,-0.3543714525696523,,,,,HOLD,0.0,0.0,1.0
2025-06-02 01:00:00+00:00,2536.62,-0.3876492756285188,-0.3610270171814256,,,,,HOLD,0.0,0.0,1.0
2025-06-02 01:15:00+00:00,2530.0,-0.8826045288374189,-0.4653425195126243,,,,,HOLD,0.0,-0.0,1.0
2025-06-02 01:30:00+00:00,2526.8,-1.6264546841812262,-0.6975649524463448,,,,,HOLD,0.0,-0.0,1.0
2025-06-02 01:45:00+00:00,2525.38,-2.3432848067855048,-1.0267089233141768,,,,,HOLD,0.0,-0.0,1.0
2025-06-02 02:00:00+00:00,2516.79,-3.8720810612508103,-1.5957833509015036,,,,,HOLD,0.0,-0.0,1.0
2025-06-02 02:15:00+00:00,2518.87,-4.752806862336911,-2.227188053188585,,,,,HOLD,0.0,0.0,1.0
2025-06-02 02:30:00+00:00,2520.0,-5.23860805481263,-2.829472053513394,,,,,HOLD,0.0,0.0,1.0
2025-06-02 02:45:00+00:00,2507.74,-6.987111512340107,-3.660999945278737,,,,,HOLD,0.0,-0.0,1.0
2025-06-02 03:00:00+00:00,2492.3,-10.054592322795997,-4.93971842078219,,,,,HOLD,0.0,-0.0,1.0
2025-06-02 03:15:00+00:00,2493.11,-12.189472446660147,-6.389669225957782,,,,,HOLD,0.0,0.0,1.0
2025-06-02 03:30:00+00:00,2497.5,-13.16555990279494,-7.744847361325214,,,,,HOLD,0.0,0.0,1.0
2025-06-02 03:45:00+00:00,2495.1,-14.039743440742313,-9.003826577208635,,,,,HOLD,0.0,-0.0,1.0
2025-06-02 04:00:00+00:00,2498.29,-14.169957310657992,-10.037052723898507,,,,,HOLD,0.0,0.0,1.0
2025-06-02 04:15:00+00:00,2495.71,-14.40604526023344,-10.910851231165495,,,,,HOLD,0.0,-0.0,1.0
2025-06-02 04:30:00+00:00,2497.74,-14.17963697225241,-11.564608379382879,,,,,HOLD,0.0,0.0,1.0
