ts,inst,side,price,sizeFrac,reason
2025-06-02T13:45:00+00:00,ETH-USDT-SWAP,BUY,2503.63,0.03,multi_indicator
2025-06-02T14:00:00+00:00,ETH-USDT-SWAP,BUY,2513.5,0.03,add_on_buy
2025-06-02T14:15:00+00:00,ETH-USDT-SWAP,SELL,2529.96,0.018,takeprofit_r1
2025-06-02T14:30:00+00:00,ETH-USDT-SWAP,BUY,2523.83,0.017391691396840155,add_on_buy
2025-06-02T14:45:00+00:00,ETH-USDT-SWAP,BUY,2530.06,0.00012112578785730276,add_on_buy
2025-06-02T17:45:00+00:00,ETH-USDT-SWAP,SELL,2548.61,0.017853845155409234,takeprofit_r2
2025-06-02T18:00:00+00:00,ETH-USDT-SWAP,BUY,2550.47,0.017166463528096493,add_on_buy
2025-06-02T18:30:00+00:00,ETH-USDT-SWAP,SELL,2544.81,0.05882543555738472,takeprofit_trail
2025-06-02T18:45:00+00:00,ETH-USDT-SWAP,BUY,2543.41,0.03,multi_indicator
2025-06-02T19:00:00+00:00,ETH-USDT-SWAP,BUY,2533.49,0.028943700458008665,add_on_buy
2025-06-02T19:30:00+00:00,ETH-USDT-SWAP,SELL,2528.0,0.05894370045800866,takeprofit_trail
2025-06-02T20:15:00+00:00,ETH-USDT-SWAP,BUY,2541.01,0.029999999999999995,multi_indicator
2025-06-02T20:45:00+00:00,ETH-USDT-SWAP,SELL,2538.68,0.029999999999999995,takeprofit_aroon_rev
2025-06-02T21:45:00+00:00,ETH-USDT-SWAP,BUY,2559.0,0.03,multi_indicator
2025-06-02T22:00:00+00:00,ETH-USDT-SWAP,BUY,2570.87,0.02926594969021027,add_on_buy
2025-06-02T22:15:00+00:00,ETH-USDT-SWAP,SELL,2579.71,0.01777978490706308,takeprofit_r1
2025-06-02T22:30:00+00:00,ETH-USDT-SWAP,BUY,2575.56,0.01737539362010809,add_on_buy
2025-06-02T22:45:00+00:00,ETH-USDT-SWAP,BUY,2583.39,7.867238663773133e-05,add_on_buy
2025-06-02T23:15:00+00:00,ETH-USDT-SWAP,SELL,2606.04,0.017682069236967905,takeprofit_r2
2025-06-02T23:30:00+00:00,ETH-USDT-SWAP,SELL,2610.41,0.008251632310585023,takeprofit_rsi
2025-06-02T23:45:00+00:00,ETH-USDT-SWAP,BUY,2606.63,0.025042184877661827,add_on_buy
2025-06-03T00:00:00+00:00,ETH-USDT-SWAP,BUY,2615.26,5.5541918261100305e-05,add_on_buy
2025-06-03T01:30:00+00:00,ETH-USDT-SWAP,SELL,2637.0,0.011620851207652603,takeprofit_rsi
2025-06-03T01:45:00+00:00,ETH-USDT-SWAP,SELL,2644.55,0.009296680966122082,takeprofit_rsi
2025-06-03T02:00:00+00:00,ETH-USDT-SWAP,BUY,2638.14,0.01998888113452182,add_on_buy
2025-06-03T02:15:00+00:00,ETH-USDT-SWAP,BUY,2629.62,0.00010325677120156286,add_on_buy
2025-06-03T02:30:00+00:00,ETH-USDT-SWAP,SELL,2626.36,0.05727886177021171,takeprofit_trail
2025-06-03T02:45:00+00:00,ETH-USDT-SWAP,BUY,2615.01,0.030000000000000002,multi_indicator
2025-06-03T03:00:00+00:00,ETH-USDT-SWAP,SELL,2596.62,0.030000000000000002,takeprofit_trail
2025-06-03T10:00:00+00:00,ETH-USDT-SWAP,BUY,2616.95,0.03,multi_indicator
2025-06-03T10:15:00+00:00,ETH-USDT-SWAP,BUY,2615.19,0.027816900903102286,add_on_buy
2025-06-03T10:30:00+00:00,ETH-USDT-SWAP,BUY,2612.33,2.3339878203647286e-05,add_on_buy
2025-06-03T11:00:00+00:00,ETH-USDT-SWAP,SELL,2612.76,0.05784024078130593,takeprofit_aroon_rev
2025-06-03T13:15:00+00:00,ETH-USDT-SWAP,BUY,2619.99,0.03,multi_indicator
2025-06-03T13:30:00+00:00,ETH-USDT-SWAP,BUY,2625.63,0.02790246164813937,add_on_buy
2025-06-03T14:00:00+00:00,ETH-USDT-SWAP,SELL,2615.42,0.057902461648139364,takeprofit_trail
2025-06-03T14:15:00+00:00,ETH-USDT-SWAP,BUY,2631.4,0.029999999999999995,multi_indicator
2025-06-03T14:30:00+00:00,ETH-USDT-SWAP,BUY,2634.63,0.028089348975729768,add_on_buy
2025-06-03T15:30:00+00:00,ETH-USDT-SWAP,SELL,2632.0,0.05808934897572976,takeprofit_trail
2025-06-03T15:45:00+00:00,ETH-USDT-SWAP,BUY,2622.51,0.03,multi_indicator
2025-06-03T16:00:00+00:00,ETH-USDT-SWAP,SELL,2619.85,0.03,stoploss_tech
2025-06-03T19:30:00+00:00,ETH-USDT-SWAP,BUY,2619.64,0.03,multi_indicator
2025-06-03T20:15:00+00:00,ETH-USDT-SWAP,SELL,2603.11,0.03,takeprofit_trail
2025-06-04T02:15:00+00:00,ETH-USDT-SWAP,BUY,2613.2,0.030000000000000002,multi_indicator
2025-06-04T02:30:00+00:00,ETH-USDT-SWAP,BUY,2612.83,0.028370646421657996,add_on_buy
2025-06-04T02:45:00+00:00,ETH-USDT-SWAP,BUY,2611.1,4.959201151170433e-06,add_on_buy
2025-06-04T03:00:00+00:00,ETH-USDT-SWAP,BUY,2622.99,4.515716522624263e-05,add_on_buy
2025-06-04T04:45:00+00:00,ETH-USDT-SWAP,SELL,2635.99,0.017526228836410623,takeprofit_r1
2025-06-04T05:00:00+00:00,ETH-USDT-SWAP,BUY,2631.9,0.01688274400550472,add_on_buy
2025-06-04T05:15:00+00:00,ETH-USDT-SWAP,SELL,2621.3,0.05777727795712951,takeprofit_trail
2025-06-04T05:30:00+00:00,ETH-USDT-SWAP,BUY,2622.12,0.03,multi_indicator
2025-06-04T06:15:00+00:00,ETH-USDT-SWAP,BUY,2624.83,0.028080789390128,add_on_buy
2025-06-04T09:15:00+00:00,ETH-USDT-SWAP,SELL,2634.58,0.058080789390128,takeprofit_trail
