ts,inst,side,price,sizeFrac,reason
2025-06-01T14:15:00+00:00,ETH-USDT-SWAP,BUY,2510.88,1.0,entry_multi_indicator
2025-06-01T16:00:00+00:00,ETH-USDT-SWAP,SELL,2536.16,0.3,takeprofit_r_multiple_1.0
2025-06-01T18:00:00+00:00,ETH-USDT-SWAP,SELL,2528.48,0.7,takeprofit_trailing
2025-06-01T22:00:00+00:00,ETH-USDT-SWAP,BUY,2545.26,1.0,entry_multi_indicator
2025-06-01T22:45:00+00:00,ETH-USDT-SWAP,SELL,2534.21,1.0,takeprofit_trailing
2025-06-01T23:00:00+00:00,ETH-USDT-SWAP,BUY,2540.14,1.0,entry_multi_indicator
2025-06-01T23:30:00+00:00,ETH-USDT-SWAP,SELL,2534.99,1.0,stoploss_full
2025-06-02T13:30:00+00:00,ETH-USDT-SWAP,BUY,2510.59,1.0,entry_multi_indicator
2025-06-02T15:00:00+00:00,ETH-USDT-SWAP,SELL,2534.27,0.3,takeprofit_r_multiple_1.0
2025-06-02T18:15:00+00:00,ETH-USDT-SWAP,SELL,2556.0,0.3,takeprofit_r_multiple_2.0
2025-06-02T18:30:00+00:00,ETH-USDT-SWAP,SELL,2544.81,0.39999999999999997,takeprofit_trailing
2025-06-02T21:45:00+00:00,ETH-USDT-SWAP,BUY,2559.0,1.0,entry_multi_indicator
2025-06-02T22:15:00+00:00,ETH-USDT-SWAP,SELL,2579.71,0.3,takeprofit_r_multiple_1.0
2025-06-02T23:15:00+00:00,ETH-USDT-SWAP,SELL,2606.04,0.3,takeprofit_r_multiple_2.0
2025-06-02T23:30:00+00:00,ETH-USDT-SWAP,SELL,2610.41,0.2,takeprofit_rsi_partial
2025-06-03T01:30:00+00:00,ETH-USDT-SWAP,SELL,2637.0,0.19999999999999996,takeprofit_rsi_partial
2025-06-03T01:45:00+00:00,ETH-USDT-SWAP,BUY,2644.55,1.0,entry_multi_indicator
2025-06-03T02:30:00+00:00,ETH-USDT-SWAP,SELL,2626.36,1.0,stoploss_full
2025-06-03T13:15:00+00:00,ETH-USDT-SWAP,BUY,2619.99,1.0,entry_multi_indicator
