ts,close,fast,slow,highN,lowN,highN_prev,lowN_prev,signal,pos,ret,equity
2025-09-01 00:00:00+00:00,0.213,0.0,0.0,,,,,HOLD,0.0,0.0,1.0
2025-09-01 00:15:00+00:00,0.21189,-0.00013020527859242126,-2.6041055718484253e-05,,,,,HOLD,0.0,-0.0,1.0
2025-09-01 00:30:00+00:00,0.21279,-0.00012276468210636882,-4.538578099606117e-05,,,,,HOLD,0.0,0.0,1.0
2025-09-01 00:45:00+00:00,0.21273,-0.00012266774834887584,-6.084217446662411e-05,,,,,HOLD,0.0,-0.0,1.0
2025-09-01 01:00:00+00:00,0.21215,-0.00018918982839555287,-8.651170525240987e-05,,,,,HOLD,0.0,-0.0,1.0
2025-09-01 01:15:00+00:00,0.21283,-0.00015812092393394095,-0.0001008335489887161,,,,,HOLD,0.0,0.0,1.0
2025-09-01 01:30:00+00:00,0.21356,-4.685562258432974e-05,-9.003796370783884e-05,,,,,HOLD,0.0,0.0,1.0
2025-09-01 01:45:00+00:00,0.21264,-6.906188023075854e-05,-8.584274701242278e-05,,,,,HOLD,0.0,-0.0,1.0
2025-09-01 02:00:00+00:00,0.21152,-0.0002166266477520995,-0.00011199952716035814,,,,,HOLD,0.0,-0.0,1.0
2025-09-01 02:15:00+00:00,0.21089,-0.00040093133318341856,-0.00016978588836497022,,,,,HOLD,0.0,-0.0,1.0
2025-09-01 02:30:00+00:00,0.21027,-0.0006100216486228105,-0.0002578330404165383,,,,,HOLD,0.0,-0.0,1.0
2025-09-01 02:45:00+00:00,0.20989,-0.0008074776185207355,-0.0003677619560373777,,,,,HOLD,0.0,-0.0,1.0
2025-09-01 03:00:00+00:00,0.20904,-0.0010488444738558644,-0.0005039784596010751,,,,,HOLD,0.0,-0.0,1.0
2025-09-01 03:15:00+00:00,0.20959,-0.0011567663839644748,-0.000634536044473755,,,,,HOLD,0.0,0.0,1.0
2025-09-01 03:30:00+00:00,0.20989,-0.0011906096479014083,-0.0007457507651592856,,,,,HOLD,0.0,0.0,1.0
2025-09-01 03:45:00+00:00,0.21035,-0.001148588103314696,-0.0008263182327903679,,,,,HOLD,0.0,0.0,1.0
2025-09-01 04:00:00+00:00,0.21032,-0.0011064708729616735,-0.000882348760824629,,,,,HOLD,0.0,-0.0,1.0
2025-09-01 04:15:00+00:00,0.20965,-0.001139847762656715,-0.0009338485611910463,,,,,HOLD,0.0,-0.0,1.0
2025-09-01 04:30:00+00:00,0.20896,-0.0012329620651780338,-0.0009936712619884438,,,,,HOLD,0.0,-0.0,1.0
2025-09-01 04:45:00+00:00,0.20914,-0.0012686541024137243,-0.0010486678300735,0.21403094018757102,0.20807905981242897,0.21403094018757102,0.20807905981242897,HOLD,0.0,0.0,1.0
2025-09-01 05:00:00+00:00,0.20885,-0.001315108663436787,-0.0011019559967461573,0.21383075241975938,0.2078642475802406,0.21383075241975938,0.2078642475802406,HOLD,0.0,-0.0,1.0
2025-09-01 05:15:00+00:00,0.20958,-0.001249607800601793,-0.0011314863575172846,0.21372371923816397,0.20774028076183604,0.21372371923816397,0.20774028076183604,HOLD,0.0,0.0,1.0
2025-09-01 05:30:00+00:00,0.21048,-0.0010792437055802684,-0.0011210378271298814,0.2134559807623931,0.20777701923760697,0.2134559807623931,0.20777701923760697,HOLD,0.0,0.0,1.0
2025-09-01 05:45:00+00:00,0.21019,-0.0009702055717886737,-0.00109087137606164,0.21316179096469684,0.20781720903530315,0.21316179096469684,0.20781720903530315,HOLD,0.0,-0.0,1.0
2025-09-01 06:00:00+00:00,0.2095,-0.0009563059377512562,-0.0010639582883995632,0.21294838650146988,0.2077656134985301,0.21294838650146988,0.2077656134985301,HOLD,0.0,-0.0,1.0
2025-09-01 06:15:00+00:00,0.21048,-0.0008194935382357937,-0.0010150653383668093,0.21257186768113445,0.20790713231886554,0.21257186768113445,0.20790713231886554,HOLD,0.0,0.0,1.0
2025-09-01 06:30:00+00:00,0.21125,-0.000614842481266642,-0.0009350207669467758,0.2119640152173285,0.20828398478267146,0.2119640152173285,0.20828398478267146,HOLD,0.0,0.0,1.0
2025-09-01 06:45:00+00:00,0.21076,-0.0005084691798179497,-0.0008497104495210106,0.21150144826616518,0.2085585517338348,0.21150144826616518,0.2085585517338348,HOLD,0.0,-0.0,1.0
2025-09-01 07:00:00+00:00,0.20979,-0.0005348700349575575,-0.0007867423666083201,0.2112483873514601,0.20863861264853992,0.2112483873514601,0.20863861264853992,HOLD,0.0,-0.0,1.0
2025-09-01 07:15:00+00:00,0.2124,-0.00024264464801213026,-0.0006779228228890821,0.21166448959279618,0.20837351040720384,0.21166448959279618,0.20837351040720384,HOLD,0.0,0.0,1.0
2025-09-01 07:30:00+00:00,0.21344,0.00010586386983182927,-0.0005211654843448999,0.21239902987825968,0.2079559701217403,0.21239902987825968,0.2079559701217403,HOLD,0.0,0.0,1.0
2025-09-01 07:45:00+00:00,0.21785,0.0008886711064240438,-0.00023919816619111115,0.21458280570333738,0.20656819429666257,0.21458280570333738,0.20656819429666257,HOLD,0.0,0.0,1.0
2025-09-01 08:00:00+00:00,0.21672,0.0013448529372887819,7.761205450486743e-05,0.2157079838632979,0.20621101613670215,0.2157079838632979,0.20621101613670215,HOLD,0.0,-0.0,1.0
2025-09-01 08:15:00+00:00,0.21607,0.0016019909024105883,0.00038248782408601166,0.21647739362617302,0.206089606373827,0.21647739362617302,0.206089606373827,HOLD,0.0,-0.0,1.0
2025-09-01 08:30:00+00:00,0.21737,0.0019325042316984398,0.0006924911056084974,0.21744003880229096,0.20587496119770904,0.21744003880229096,0.20587496119770904,HOLD,0.0,0.0,1.0
2025-09-01 08:45:00+00:00,0.21879,0.002329378020605566,0.0010198684886079112,0.21860315074172432,0.20555584925827564,0.21860315074172432,0.20555584925827564,HOLD,0.0,0.0,1.0
2025-09-01 09:00:00+00:00,0.21927,0.002662124492225304,0.0013483196893313899,0.2197018507998425,0.20535214920015749,0.2197018507998425,0.20535214920015749,HOLD,0.0,0.0,1.0
2025-09-01 09:15:00+00:00,0.21848,0.0027929113870166777,0.0016372380288684476,0.2204605632004809,0.20547643679951905,0.2204605632004809,0.20547643679951905,HOLD,0.0,-0.0,1.0
