ts,open,high,low,close,volume
2024-12-31T16:00:00+00:00,3412.59,3414.72,3404.69,3406.37,9751.585
2024-12-31T16:05:00+00:00,3406.38,3413.44,3401.52,3412.52,13090.509
2024-12-31T16:10:00+00:00,3412.52,3415.79,3410.27,3412.01,5621.841
2024-12-31T16:15:00+00:00,3412.01,3416.91,3407.0,3411.37,13589.345
2024-12-31T16:20:00+00:00,3411.37,3416.0,3407.55,3411.5,6703.773
2024-12-31T16:25:00+00:00,3411.51,3411.51,3405.47,3407.9,4567.897
2024-12-31T16:30:00+00:00,3407.9,3409.51,3389.01,3396.41,36513.304
2024-12-31T16:35:00+00:00,3396.41,3404.6,3395.01,3403.22,7864.53
2024-12-31T16:40:00+00:00,3403.23,3409.84,3401.36,3409.14,9450.85
2024-12-31T16:45:00+00:00,3409.14,3411.55,3405.6,3406.99,7114.532
2024-12-31T16:50:00+00:00,3406.99,3412.25,3406.61,3408.38,3410.932
2024-12-31T16:55:00+00:00,3408.37,3410.75,3405.77,3408.23,2388.537
2024-12-31T17:00:00+00:00,3408.24,3409.05,3401.18,3407.32,3818.896
2024-12-31T17:05:00+00:00,3407.32,3408.16,3401.0,3407.39,5265.578
2024-12-31T17:10:00+00:00,3407.39,3410.42,3403.12,3404.77,4043.688
2024-12-31T17:15:00+00:00,3404.76,3405.59,3398.75,3402.24,5109.734
2024-12-31T17:20:00+00:00,3402.25,3403.4,3390.2,3390.3,12188.446
2024-12-31T17:25:00+00:00,3390.29,3394.65,3388.0,3388.65,13439.544
2024-12-31T17:30:00+00:00,3388.65,3391.11,3356.15,3360.84,63180.676
2024-12-31T17:35:00+00:00,3360.84,3360.85,3328.27,3336.46,78954.079
2024-12-31T17:40:00+00:00,3336.46,3358.21,3329.46,3346.75,44980.197
2024-12-31T17:45:00+00:00,3346.76,3350.0,3340.56,3344.11,18899.133
2024-12-31T17:50:00+00:00,3344.06,3358.26,3343.94,3355.69,12960.385
2024-12-31T17:55:00+00:00,3355.68,3366.0,3355.68,3362.51,18733.317
2024-12-31T18:00:00+00:00,3362.51,3366.29,3357.05,3365.7,12158.531
2024-12-31T18:05:00+00:00,3365.7,3372.53,3361.58,3369.06,10997.435
2024-12-31T18:10:00+00:00,3369.06,3370.66,3363.36,3365.37,8784.251
2024-12-31T18:15:00+00:00,3365.35,3368.1,3358.3,3360.23,12197.768
2024-12-31T18:20:00+00:00,3360.23,3362.26,3349.13,3350.83,18128.892
2024-12-31T18:25:00+00:00,3350.83,3356.28,3350.17,3354.28,5681.996
2024-12-31T18:30:00+00:00,3354.29,3362.04,3353.29,3357.96,9289.552
