ts,open,high,low,close,volume
2025-05-31T16:00:00+00:00,2535.28,2539.33,2531.75,2537.02,20709.217
2025-05-31T16:15:00+00:00,2537.03,2546.0,2537.0,2542.55,21325.836
2025-05-31T16:30:00+00:00,2542.55,2546.75,2535.14,2539.01,23484.331
2025-05-31T16:45:00+00:00,2539.0,2540.59,2535.33,2539.49,13285.95
2025-05-31T17:00:00+00:00,2539.49,2539.83,2533.61,2538.0,13531.494
2025-05-31T17:15:00+00:00,2538.0,2540.0,2533.53,2534.0,13169.908
2025-05-31T17:30:00+00:00,2534.0,2537.0,2531.06,2534.35,17582.12
2025-05-31T17:45:00+00:00,2534.35,2534.89,2522.1,2526.3,43846.382
2025-05-31T18:00:00+00:00,2526.3,2534.33,2524.65,2533.61,16380.53
2025-05-31T18:15:00+00:00,2533.6,2541.81,2532.87,2536.57,15613.162
2025-05-31T18:30:00+00:00,2536.58,2540.0,2535.23,2535.6,6807.731
2025-05-31T18:45:00+00:00,2535.59,2539.47,2534.07,2538.41,7511.179
2025-05-31T19:00:00+00:00,2538.41,2542.0,2536.03,2537.32,7361.119
2025-05-31T19:15:00+00:00,2537.32,2541.27,2537.0,2540.35,5108.329
2025-05-31T19:30:00+00:00,2540.35,2541.36,2536.37,2538.33,5824.231
2025-05-31T19:45:00+00:00,2538.31,2540.18,2535.09,2536.42,6344.82
2025-05-31T20:00:00+00:00,2536.42,2539.66,2530.01,2533.07,10959.224
2025-05-31T20:15:00+00:00,2533.07,2539.99,2531.32,2538.77,7499.848
2025-05-31T20:30:00+00:00,2538.74,2540.53,2537.54,2538.38,8307.942
2025-05-31T20:45:00+00:00,2538.38,2541.0,2538.0,2540.94,7647.626
2025-05-31T21:00:00+00:00,2540.93,2549.99,2539.86,2539.86,40116.884
2025-05-31T21:15:00+00:00,2539.86,2543.4,2538.09,2542.82,10267.881
2025-05-31T21:30:00+00:00,2542.82,2545.3,2539.31,2542.99,5969.369
2025-05-31T21:45:00+00:00,2543.0,2544.31,2538.59,2542.29,10021.359
2025-05-31T22:00:00+00:00,2542.33,2544.0,2535.07,2540.0,10824.568
2025-05-31T22:15:00+00:00,2540.01,2540.01,2535.11,2535.61,5506.522
2025-05-31T22:30:00+00:00,2535.61,2538.16,2533.29,2537.78,9873.713
2025-05-31T22:45:00+00:00,2537.79,2537.79,2529.27,2529.65,18056.956
2025-05-31T23:00:00+00:00,2529.65,2537.23,2523.12,2537.21,40014.037
2025-05-31T23:15:00+00:00,2537.21,2547.0,2532.69,2533.1,38953.079
2025-05-31T23:30:00+00:00,2533.1,2535.0,2527.46,2529.29,9903.48
2025-05-31T23:45:00+00:00,2529.3,2530.47,2525.53,2527.07,10150.727
2025-06-01T00:00:00+00:00,2527.07,2527.8,2516.0,2519.26,40780.79
2025-06-01T00:15:00+00:00,2519.26,2522.29,2514.0,2516.8,34331.339
2025-06-01T00:30:00+00:00,2516.8,2520.8,2514.85,2520.8,21953.061
2025-06-01T00:45:00+00:00,2520.8,2525.24,2520.08,2524.98,34232.377
2025-06-01T01:00:00+00:00,2524.98,2528.0,2517.32,2527.28,17550.114
2025-06-01T01:15:00+00:00,2527.27,2529.43,2517.5,2522.39,36232.828
2025-06-01T01:30:00+00:00,2522.39,2525.0,2515.52,2516.18,15292.371
2025-06-01T01:45:00+00:00,2516.17,2519.92,2489.24,2506.41,112775.777
2025-06-01T02:00:00+00:00,2506.41,2506.41,2492.6,2496.01,48941.893
2025-06-01T02:15:00+00:00,2496.01,2508.75,2496.0,2506.49,24790.671
2025-06-01T02:30:00+00:00,2506.5,2511.56,2506.5,2508.68,21238.768
2025-06-01T02:45:00+00:00,2508.67,2512.84,2504.63,2505.99,26243.45
2025-06-01T03:00:00+00:00,2506.0,2507.69,2499.12,2500.34,27001.201
2025-06-01T03:15:00+00:00,2500.34,2505.0,2490.0,2501.27,36485.097
2025-06-01T03:30:00+00:00,2501.27,2510.5,2501.04,2508.47,23033.286
