ts,open,high,low,close,volume
2025-05-31T16:00:00+00:00,2535.28,2546.75,2531.75,2539.49,78805.334
2025-05-31T17:00:00+00:00,2539.49,2540.0,2522.1,2526.3,88129.904
2025-05-31T18:00:00+00:00,2526.3,2541.81,2524.65,2538.41,46312.602
2025-05-31T19:00:00+00:00,2538.41,2542.0,2535.09,2536.42,24638.499
2025-05-31T20:00:00+00:00,2536.42,2541.0,2530.01,2540.94,34414.64
2025-05-31T21:00:00+00:00,2540.93,2549.99,2538.09,2542.29,66375.493
2025-05-31T22:00:00+00:00,2542.33,2544.0,2529.27,2529.65,44261.759
2025-05-31T23:00:00+00:00,2529.65,2547.0,2523.12,2527.07,99021.323
2025-06-01T00:00:00+00:00,2527.07,2527.8,2514.0,2524.98,131297.567
2025-06-01T01:00:00+00:00,2524.98,2529.43,2489.24,2506.41,181851.09
2025-06-01T02:00:00+00:00,2506.41,2512.84,2492.6,2505.99,121214.782
2025-06-01T03:00:00+00:00,2506.0,2517.99,2490.0,2512.03,121283.5
2025-06-01T04:00:00+00:00,2512.02,2526.0,2510.02,2520.82,81202.936
2025-06-01T05:00:00+00:00,2520.82,2526.0,2514.35,2517.23,57637.335
2025-06-01T06:00:00+00:00,2517.24,2518.26,2507.28,2511.22,61838.751
2025-06-01T07:00:00+00:00,2511.21,2514.68,2504.07,2507.83,55912.587
2025-06-01T08:00:00+00:00,2507.83,2509.85,2497.5,2504.73,94437.269
2025-06-01T09:00:00+00:00,2504.73,2509.8,2476.03,2491.29,238118.507
2025-06-01T10:00:00+00:00,2491.29,2495.84,2485.72,2492.64,92558.522
2025-06-01T11:00:00+00:00,2492.64,2501.65,2490.05,2496.11,73586.531
2025-06-01T12:00:00+00:00,2496.1,2500.34,2466.0,2483.35,212061.482
2025-06-01T13:00:00+00:00,2483.36,2497.5,2479.63,2492.87,123727.662
2025-06-01T14:00:00+00:00,2492.88,2518.47,2492.87,2508.11,182785.537
2025-06-01T15:00:00+00:00,2508.12,2524.11,2502.73,2521.95,113209.437
2025-06-01T16:00:00+00:00,2521.95,2546.67,2519.53,2537.41,242267.705
2025-06-01T17:00:00+00:00,2537.41,2545.69,2531.6,2537.81,74478.424
2025-06-01T18:00:00+00:00,2537.81,2537.81,2490.01,2519.34,282654.565
2025-06-01T19:00:00+00:00,2519.35,2526.55,2510.1,2525.15,96718.343
2025-06-01T20:00:00+00:00,2525.15,2536.33,2518.0,2524.38,72197.573
2025-06-01T21:00:00+00:00,2524.39,2539.77,2523.08,2538.05,55311.675
2025-06-01T22:00:00+00:00,2538.03,2546.96,2531.32,2534.21,83197.168
2025-06-01T23:00:00+00:00,2534.21,2544.2,2532.3,2538.13,85420.343
2025-06-02T00:00:00+00:00,2538.12,2539.63,2525.2,2533.48,94965.085
2025-06-02T01:00:00+00:00,2533.47,2540.92,2523.36,2525.38,99850.487
2025-06-02T02:00:00+00:00,2525.37,2526.75,2506.26,2507.74,125130.029
2025-06-02T03:00:00+00:00,2507.73,2509.43,2483.85,2495.1,230929.276
2025-06-02T04:00:00+00:00,2495.1,2500.92,2486.01,2491.43,88257.046
2025-06-02T05:00:00+00:00,2491.43,2496.15,2482.0,2491.68,95250.096
2025-06-02T06:00:00+00:00,2491.69,2498.87,2483.61,2493.54,121122.823
2025-06-02T07:00:00+00:00,2493.54,2513.0,2493.32,2505.5,149171.724
2025-06-02T08:00:00+00:00,2505.49,2514.88,2488.16,2493.36,151736.673
2025-06-02T09:00:00+00:00,2493.36,2493.84,2473.64,2480.72,219210.092
2025-06-02T10:00:00+00:00,2480.72,2488.8,2475.32,2481.01,130907.107
2025-06-02T11:00:00+00:00,2481.0,2487.84,2474.34,2480.19,85509.974
2025-06-02T12:00:00+00:00,2480.18,2497.33,2477.0,2496.9,132213.763
2025-06-02T13:00:00+00:00,2496.9,2519.0,2486.41,2503.63,283565.773
2025-06-02T14:00:00+00:00,2503.63,2539.82,2494.47,2530.06,382056.395
2025-06-02T15:00:00+00:00,2530.05,2556.32,2521.92,2542.94,273233.921
2025-06-02T16:00:00+00:00,2542.94,2552.81,2528.01,2545.12,162998.347
2025-06-02T17:00:00+00:00,2545.12,2551.99,2537.48,2548.61,125036.11
2025-06-02T18:00:00+00:00,2548.6,2564.99,2536.67,2543.41,176909.944
2025-06-02T19:00:00+00:00,2543.41,2548.0,2523.33,2531.15,138928.981
2025-06-02T20:00:00+00:00,2531.15,2546.71,2530.63,2538.68,93977.886
2025-06-02T21:00:00+00:00,2538.68,2560.0,2538.51,2559.0,76969.709
2025-06-02T22:00:00+00:00,2558.99,2584.86,2558.48,2583.39,187031.547
2025-06-02T23:00:00+00:00,2583.39,2614.76,2581.33,2606.63,289109.285
2025-06-03T00:00:00+00:00,2606.63,2625.62,2600.6,2620.98,184678.856
2025-06-03T01:00:00+00:00,2620.97,2648.77,2615.71,2644.55,240558.185
2025-06-03T02:00:00+00:00,2644.55,2646.79,2611.31,2615.01,233992.769
2025-06-03T03:00:00+00:00,2615.01,2618.85,2588.21,2602.6,257887.947
2025-06-03T04:00:00+00:00,2602.59,2604.29,2589.18,2591.29,85879.59
2025-06-03T05:00:00+00:00,2591.28,2616.8,2591.16,2613.77,119383.038
2025-06-03T06:00:00+00:00,2613.77,2617.64,2603.45,2617.3,80613.826
2025-06-03T07:00:00+00:00,2617.31,2619.8,2606.37,2608.86,82519.043
2025-06-03T08:00:00+00:00,2608.87,2610.32,2593.34,2605.81,164744.055
2025-06-03T09:00:00+00:00,2605.81,2617.99,2599.9,2612.76,96373.587
2025-06-03T10:00:00+00:00,2612.77,2618.9,2608.5,2610.0,68815.505
2025-06-03T11:00:00+00:00,2610.0,2615.48,2599.4,2600.34,74016.636
2025-06-03T12:00:00+00:00,2600.34,2612.46,2596.5,2608.19,109283.831
2025-06-03T13:00:00+00:00,2608.2,2631.7,2605.07,2625.05,292751.562
2025-06-03T14:00:00+00:00,2625.05,2655.0,2612.3,2646.86,346430.388
2025-06-03T15:00:00+00:00,2646.85,2650.21,2615.02,2622.51,265301.229
2025-06-03T16:00:00+00:00,2622.52,2624.21,2602.01,2604.47,174094.973
2025-06-03T17:00:00+00:00,2604.47,2626.7,2602.24,2617.96,135744.888
2025-06-03T18:00:00+00:00,2617.96,2619.58,2606.0,2617.34,86500.026
2025-06-03T19:00:00+00:00,2617.35,2627.56,2613.44,2624.0,87313.577
2025-06-03T20:00:00+00:00,2623.99,2624.17,2592.23,2613.89,135282.203
2025-06-03T21:00:00+00:00,2613.9,2615.75,2575.01,2587.97,174616.212
2025-06-03T22:00:00+00:00,2588.0,2609.0,2584.35,2603.2,86200.947
2025-06-03T23:00:00+00:00,2603.2,2603.59,2585.14,2592.2,74803.635
2025-06-04T00:00:00+00:00,2592.2,2602.25,2582.4,2597.99,87963.602
2025-06-04T01:00:00+00:00,2597.98,2621.47,2597.53,2611.26,138332.722
2025-06-04T02:00:00+00:00,2611.28,2619.6,2608.96,2611.1,65629.318
2025-06-04T03:00:00+00:00,2611.11,2639.99,2608.46,2626.45,196649.904
2025-06-04T04:00:00+00:00,2626.45,2637.0,2621.59,2635.99,90510.05
2025-06-04T05:00:00+00:00,2636.0,2643.9,2617.24,2623.45,163928.23
2025-06-04T06:00:00+00:00,2623.46,2633.67,2620.36,2628.49,68319.114
2025-06-04T07:00:00+00:00,2628.49,2633.0,2621.18,2626.6,57584.702
2025-06-04T08:00:00+00:00,2626.62,2645.11,2626.62,2639.38,133606.185
2025-06-04T09:00:00+00:00,2639.39,2647.01,2630.0,2642.31,117504.637
2025-06-04T10:00:00+00:00,2642.32,2648.8,2633.65,2637.23,103609.491
2025-06-04T11:00:00+00:00,2637.22,2643.75,2623.0,2623.69,133414.394
2025-06-04T12:00:00+00:00,2623.69,2637.5,2613.67,2615.73,217776.818
2025-06-04T13:00:00+00:00,2615.73,2627.5,2605.63,2613.75,190923.143
2025-06-04T14:00:00+00:00,2613.74,2640.2,2593.0,2638.64,381130.369
2025-06-04T15:00:00+00:00,2638.64,2678.78,2632.0,2666.8,530961.334
2025-06-04T16:00:00+00:00,2666.81,2668.17,2648.14,2658.74,217326.281
2025-06-04T17:00:00+00:00,2658.73,2659.0,2630.45,2634.28,171775.776
2025-06-04T18:00:00+00:00,2634.28,2641.36,2624.39,2627.95,90094.889
2025-06-04T19:00:00+00:00,2627.95,2632.76,2621.25,2622.51,97229.314
2025-06-04T20:00:00+00:00,2622.51,2624.19,2598.2,2604.72,182030.77
2025-06-04T21:00:00+00:00,2604.72,2623.39,2598.37,2617.92,99616.585
2025-06-04T22:00:00+00:00,2617.92,2620.29,2602.63,2604.47,75547.863
2025-06-04T23:00:00+00:00,2604.48,2615.0,2598.18,2606.77,93297.188
2025-06-05T00:00:00+00:00,2606.76,2613.5,2600.56,2610.8,81921.079
2025-06-05T01:00:00+00:00,2610.8,2615.0,2603.21,2607.7,77909.942
2025-06-05T02:00:00+00:00,2607.7,2627.43,2607.69,2618.83,148234.798
2025-06-05T03:00:00+00:00,2618.82,2631.49,2615.7,2623.67,78762.295
2025-06-05T04:00:00+00:00,2623.67,2633.04,2619.97,2629.19,70454.803
2025-06-05T05:00:00+00:00,2629.2,2630.0,2607.01,2612.1,149321.686
2025-06-05T06:00:00+00:00,2612.11,2617.35,2601.37,2603.58,141779.273
2025-06-05T07:00:00+00:00,2603.58,2614.31,2600.01,2603.37,119471.233
2025-06-05T08:00:00+00:00,2603.36,2609.68,2596.0,2604.67,99302.55
2025-06-05T09:00:00+00:00,2604.67,2609.76,2601.37,2608.98,76756.549
2025-06-05T10:00:00+00:00,2608.98,2613.05,2578.15,2595.85,253724.763
2025-06-05T11:00:00+00:00,2595.84,2609.13,2592.48,2606.81,131388.203
2025-06-05T12:00:00+00:00,2606.8,2640.0,2604.4,2630.7,320673.561
2025-06-05T13:00:00+00:00,2630.7,2634.99,2578.02,2588.67,508768.873
2025-06-05T14:00:00+00:00,2588.67,2615.0,2561.0,2586.56,691701.22
2025-06-05T15:00:00+00:00,2586.53,2601.4,2580.63,2588.31,181441.274
2025-06-05T16:00:00+00:00,2588.31,2590.81,2551.09,2558.15,404674.794
2025-06-05T17:00:00+00:00,2558.24,2576.81,2557.21,2568.95,170821.139
2025-06-05T18:00:00+00:00,2568.94,2582.95,2552.4,2574.83,187668.091
2025-06-05T19:00:00+00:00,2574.83,2577.03,2503.28,2527.97,618714.587
2025-06-05T20:00:00+00:00,2527.97,2534.4,2392.08,2397.61,1190308.848
2025-06-05T21:00:00+00:00,2397.61,2449.99,2390.02,2436.33,407977.909
2025-06-05T22:00:00+00:00,2436.34,2436.34,2408.44,2428.97,206505.112
2025-06-05T23:00:00+00:00,2428.96,2435.0,2410.2,2413.23,163046.61
2025-06-06T00:00:00+00:00,2413.23,2427.47,2380.01,2425.09,348186.238
2025-06-06T01:00:00+00:00,2425.08,2427.74,2415.17,2420.39,105997.209
2025-06-06T02:00:00+00:00,2420.39,2435.0,2401.1,2433.99,202721.664
2025-06-06T03:00:00+00:00,2434.0,2455.5,2426.83,2454.13,206219.528
2025-06-06T04:00:00+00:00,2454.13,2462.34,2445.7,2457.49,208073.993
2025-06-06T05:00:00+00:00,2457.5,2464.25,2445.0,2458.66,163247.057
2025-06-06T06:00:00+00:00,2458.66,2467.77,2447.28,2456.68,133339.232
2025-06-06T07:00:00+00:00,2456.68,2465.88,2449.44,2454.12,122067.203
2025-06-06T08:00:00+00:00,2454.12,2465.0,2452.58,2459.98,101789.682
2025-06-06T09:00:00+00:00,2459.98,2481.68,2458.26,2467.36,196931.907
2025-06-06T10:00:00+00:00,2467.36,2486.42,2466.85,2480.22,143170.228
2025-06-06T11:00:00+00:00,2480.22,2492.76,2470.89,2474.93,177339.789
2025-06-06T12:00:00+00:00,2474.93,2500.0,2465.07,2474.39,336336.71
2025-06-06T13:00:00+00:00,2474.4,2519.97,2474.4,2502.0,362990.111
2025-06-06T14:00:00+00:00,2501.99,2523.68,2493.04,2517.57,259356.451
2025-06-06T15:00:00+00:00,2517.57,2529.99,2494.54,2508.33,302153.448
2025-06-06T16:00:00+00:00,2508.33,2517.72,2490.46,2496.38,181016.918
2025-06-06T17:00:00+00:00,2496.38,2501.19,2482.15,2498.61,162789.493
2025-06-06T18:00:00+00:00,2498.6,2503.02,2487.46,2493.99,73004.529
2025-06-06T19:00:00+00:00,2493.99,2501.45,2482.68,2483.13,90567.797
2025-06-06T20:00:00+00:00,2483.13,2506.68,2480.47,2498.65,91995.899
2025-06-06T21:00:00+00:00,2498.64,2498.98,2486.0,2490.8,54727.295
