ts,open,high,low,close,volume
2024-12-31T16:00:00+00:00,0.32757,0.32799,0.32643,0.32709,36364100.0
2024-12-31T16:15:00+00:00,0.32707,0.3277,0.3256,0.32561,31682700.0
2024-12-31T16:30:00+00:00,0.3256,0.32587,0.32358,0.32508,84818700.0
2024-12-31T16:45:00+00:00,0.32508,0.32597,0.32504,0.32537,27054000.0
2024-12-31T17:00:00+00:00,0.32538,0.3255,0.32433,0.32502,26002200.0
2024-12-31T17:15:00+00:00,0.32502,0.32564,0.32322,0.32351,54710000.0
2024-12-31T17:30:00+00:00,0.32351,0.32378,0.31506,0.31761,214658300.0
2024-12-31T17:45:00+00:00,0.31761,0.31988,0.31647,0.31928,62998300.0
2024-12-31T18:00:00+00:00,0.3193,0.32049,0.3189,0.3196,44135300.0
2024-12-31T18:15:00+00:00,0.31958,0.31968,0.31785,0.31872,34712500.0
2024-12-31T18:30:00+00:00,0.31872,0.31949,0.31803,0.31844,18074500.0
2024-12-31T18:45:00+00:00,0.31843,0.31924,0.31741,0.31758,20153800.0
2024-12-31T19:00:00+00:00,0.31758,0.3187,0.31722,0.31836,36889500.0
2024-12-31T19:15:00+00:00,0.3184,0.31855,0.31761,0.31831,8648300.0
2024-12-31T19:30:00+00:00,0.31832,0.31859,0.31684,0.31739,18394200.0
2024-12-31T19:45:00+00:00,0.31739,0.31907,0.31739,0.31831,15808100.0
2024-12-31T20:00:00+00:00,0.3183,0.31913,0.31702,0.31712,15882100.0
2024-12-31T20:15:00+00:00,0.31712,0.3181,0.31665,0.31796,16067800.0
2024-12-31T20:30:00+00:00,0.31792,0.31803,0.31684,0.31686,9589300.0
2024-12-31T20:45:00+00:00,0.31686,0.31733,0.31588,0.31683,22001100.0
2024-12-31T21:00:00+00:00,0.31682,0.31759,0.31597,0.31639,12156700.0
2024-12-31T21:15:00+00:00,0.3164,0.31696,0.3156,0.31617,12515200.0
2024-12-31T21:30:00+00:00,0.31617,0.31783,0.31615,0.31758,10000900.0
2024-12-31T21:45:00+00:00,0.31758,0.31809,0.31717,0.31775,7682100.0
2024-12-31T22:00:00+00:00,0.31777,0.31799,0.31676,0.31799,11591900.0
2024-12-31T22:15:00+00:00,0.318,0.31831,0.31666,0.31742,10567600.0
2024-12-31T22:30:00+00:00,0.31742,0.31762,0.31628,0.31725,10296200.0
2024-12-31T22:45:00+00:00,0.31725,0.31786,0.31513,0.31611,34743800.0
2024-12-31T23:00:00+00:00,0.3161,0.31716,0.31519,0.31694,19056900.0
2024-12-31T23:15:00+00:00,0.31693,0.31703,0.31588,0.31675,12618500.0
2024-12-31T23:30:00+00:00,0.31675,0.31681,0.31525,0.31616,14474800.0
2024-12-31T23:45:00+00:00,0.31618,0.31675,0.31595,0.31596,10164800.0
2025-01-01T00:00:00+00:00,0.31597,0.31779,0.31557,0.31777,30255000.0
2025-01-01T00:15:00+00:00,0.31777,0.31882,0.31766,0.31855,30880900.0
2025-01-01T00:30:00+00:00,0.31855,0.31976,0.3185,0.31887,26824900.0
2025-01-01T00:45:00+00:00,0.31887,0.32161,0.31865,0.32125,30139700.0
2025-01-01T01:00:00+00:00,0.32125,0.32126,0.31921,0.3198,24772500.0
2025-01-01T01:15:00+00:00,0.3198,0.3198,0.31863,0.31869,18018000.0
2025-01-01T01:30:00+00:00,0.31869,0.32032,0.31862,0.31986,14485800.0
2025-01-01T01:45:00+00:00,0.31987,0.32021,0.31811,0.31845,19509900.0
2025-01-01T02:00:00+00:00,0.31845,0.3194,0.31838,0.31919,10133600.0
2025-01-01T02:15:00+00:00,0.3192,0.3192,0.31821,0.31844,7304800.0
2025-01-01T02:30:00+00:00,0.31844,0.31948,0.31828,0.31924,12426800.0
2025-01-01T02:45:00+00:00,0.31925,0.32004,0.31898,0.32001,19705500.0
2025-01-01T03:00:00+00:00,0.32002,0.32014,0.31917,0.31949,15390300.0
2025-01-01T03:15:00+00:00,0.31949,0.31949,0.31856,0.31909,11108100.0
2025-01-01T03:30:00+00:00,0.31908,0.31953,0.31883,0.31933,8502000.0
2025-01-01T03:45:00+00:00,0.31931,0.3195,0.31873,0.31894,5716600.0
2025-01-01T04:00:00+00:00,0.31893,0.31924,0.31828,0.3185,9445400.0
2025-01-01T04:15:00+00:00,0.3185,0.31854,0.31754,0.31775,20774600.0
2025-01-01T04:30:00+00:00,0.31774,0.31797,0.31635,0.31685,26568000.0
